station_id,station_name,state,district,city,location,latitude,longitude,operator,govt_private,charger_type,ac_dc,power_kw,connector_rating,num_connectors,source_record_count,source,data_date,status,usage_cost,review_flag
BEE-13.053017-77.661363,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 2,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 2,13.053017,77.661363,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.052855-77.661341,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 3,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 3,13.052855,77.661341,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.053111-77.660686,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 4,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 4,13.053111,77.660686,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.052889-77.661353,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 5,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 5,13.052889,77.661353,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.052891-77.661385,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 6,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 6,13.052891,77.661385,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.053075-77.662169,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 7,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 7,13.053075,77.662169,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.052901-77.661388,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 8,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 8,13.052901,77.661388,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.053067-77.662332,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 9,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kothanur Mahadevapura Zone _Charger 9,13.053067,77.662332,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.024482-77.676418,Bangalore East Bengaluru Urban District Karnataka 560113 India Kowdenahalli Mahadevapura Zone Bengaluru_Charger 1,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kowdenahalli Mahadevapura Zone Bengaluru_Charger 1,13.024482,77.676418,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.025519-77.674639,Bangalore East Bengaluru Urban District Karnataka 560113 India Kowdenahalli Mahadevapura Zone _Charger 2,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Kowdenahalli Mahadevapura Zone _Charger 2,13.025519,77.674639,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.031360-77.669729,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Horamavu Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Horamavu Main Road,13.03136,77.669729,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.031507-77.669672,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Horamavu Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Horamavu Main Road,13.031507,77.669672,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.037972-77.676144,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere Channasandra Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere Channasandra Main Road,13.037972,77.676144,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.021892-77.678830,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere Main Road,13.021892,77.67883,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.024582-77.677128,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere Main Road,13.024582,77.677128,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.036330-77.671997,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere _Charger 1,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere _Charger 1,13.03633,77.671997,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.034942-77.673302,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere _Charger 2,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere _Charger 2,13.034942,77.673302,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.037744-77.674662,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere _Charger 4,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere _Charger 4,13.037744,77.674662,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.037709-77.674668,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere _Charger 5,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere _Charger 5,13.037709,77.674668,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.036975-77.671993,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere-Hennur Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere-Hennur Main Road,13.036975,77.671993,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.037553-77.672828,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere_Charger 3,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere_Charger 3,13.037553,77.672828,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.037856-77.668001,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere_Charger 6,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560113 India Ramamurthy Nagar Mahadevapura Zone Kalkere_Charger 6,13.037856,77.668001,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.973613-77.770201,Bangalore East Bengaluru Urban District Karnataka 560117 India Hagadur Mahadevapura Zone Kaithota,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560117 India Hagadur Mahadevapura Zone Kaithota,12.973613,77.770201,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.977342-77.772372,Bangalore East Bengaluru Urban District Karnataka 560117 India Hagadur Mahadevapura Zone _Charger 2,Karnataka,Bengaluru Urban,Bengaluru,Bangalore East Bengaluru Urban District Karnataka 560117 India Hagadur Mahadevapura Zone _Charger 2,12.977342,77.772372,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.022290-77.713210,"Bangalore East, Banglaore Urb Karnat",Karnataka,Bengaluru Urban,Bengaluru,"Bangalore East, Banglaore Urb Karnat",13.02229,77.71321,REIL,Govt.,Bharat AC-001,AC,10.0,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.921501-77.662239,Bangalore North Bengaluru Urban District Karnataka 530103 India Hsr Layout Ward Bommanahalli Zone,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 530103 India Hsr Layout Ward Bommanahalli Zone,12.921501,77.662239,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.013084-77.625948,Bangalore North Bengaluru Urban District Karnataka 540045 India Hennur East Zone,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Hennur East Zone,13.013084,77.625948,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.027351-77.631811,Bangalore North Bengaluru Urban District Karnataka 540045 India Hennur East Zone 2Nd Cross Road Bramahlingeshwara Tea & Bakery,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Hennur East Zone 2Nd Cross Road Bramahlingeshwara Tea & Bakery,13.027351,77.631811,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.023129-77.627189,Bangalore North Bengaluru Urban District Karnataka 540045 India Hennur East Zone 6Th A Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Hennur East Zone 6Th A Main Road,13.023129,77.627189,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.018367-77.634428,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone 2Nd E Cross Road Kacharakanahalli,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone 2Nd E Cross Road Kacharakanahalli,13.018367,77.634428,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.023402-77.632135,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone 3Rd C Cross,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone 3Rd C Cross,13.023402,77.632135,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.015309-77.628904,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Hennur Main Road Kacharakanahalli,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Hennur Main Road Kacharakanahalli,13.015309,77.628904,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.014449-77.633666,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 1,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 1,13.014449,77.633666,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.014722-77.628681,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 2,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 2,13.014722,77.628681,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.018265-77.634219,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 3,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 3,13.018265,77.634219,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.018329-77.633538,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 4,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 4,13.018329,77.633538,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.016826-77.635529,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 5,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kacharakanahalli _Charger 5,13.016826,77.635529,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.014378-77.635708,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kammanahalli Main Road Maruthi Seva,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kacharkanahalli East Zone Kammanahalli Main Road Maruthi Seva,13.014378,77.635708,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.021556-77.620715,Bangalore North Bengaluru Urban District Karnataka 540045 India Kadugondanahalli East Zone,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kadugondanahalli East Zone,13.021556,77.620715,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.011184-77.635752,Bangalore North Bengaluru Urban District Karnataka 540045 India Kammanahalli East Zone,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kammanahalli East Zone,13.011184,77.635752,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.019808-77.615359,Bangalore North Bengaluru Urban District Karnataka 540045 India Kushal Nagar Ward East Zone,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 540045 India Kushal Nagar Ward East Zone,13.019808,77.615359,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.965909-77.596532,Bangalore North Bengaluru Urban District Karnataka 560001 India Shantala Nagar East Zone Lavelle Road D'Souza Layout 9 Microsoft,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560001 India Shantala Nagar East Zone Lavelle Road D'Souza Layout 9 Microsoft,12.965909,77.596532,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.966019-77.596602,Bangalore North Bengaluru Urban District Karnataka 560001 India Shantala Nagar East Zone Lavelle Road D'Souza Layout 9 Microsoft,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560001 India Shantala Nagar East Zone Lavelle Road D'Souza Layout 9 Microsoft,12.966019,77.596602,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.965219-77.596453,Bangalore North Bengaluru Urban District Karnataka 560001 India Shantala Nagar East Zone Lavelle Road D'Souza Layout Lexus,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560001 India Shantala Nagar East Zone Lavelle Road D'Souza Layout Lexus,12.965219,77.596453,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.995568-77.568826,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone 3Rd Cross Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone 3Rd Cross Road,12.995568,77.568826,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.995574-77.568816,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone 3Rd Cross Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone 3Rd Cross Road,12.995574,77.568816,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.998745-77.573176,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone Coconut Avenue Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone Coconut Avenue Road,12.998745,77.573176,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.998755-77.573054,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone Coconut Avenue Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone Coconut Avenue Road,12.998755,77.573054,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.998772-77.573164,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone Coconut Avenue Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone Coconut Avenue Road,12.998772,77.573164,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.998802-77.573402,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone Swimming Pool Extension,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Dattatreya Temple Ward West Zone Swimming Pool Extension,12.998802,77.573402,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.000426-77.573970,Bangalore North Bengaluru Urban District Karnataka 560003 India Rajamahal Guttahalli West Zone Swimming Pool Extension _Charger 2,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Rajamahal Guttahalli West Zone Swimming Pool Extension _Charger 2,13.000426,77.57397,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.000494-77.573851,Bangalore North Bengaluru Urban District Karnataka 560003 India Rajamahal Guttahalli West Zone Swimming Pool Extension_Charger 1,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Rajamahal Guttahalli West Zone Swimming Pool Extension_Charger 1,13.000494,77.573851,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.000441-77.573944,Bangalore North Bengaluru Urban District Karnataka 560003 India Rajamahal Guttahalli West Zone Swimming Pool Extension_Charger 3,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Rajamahal Guttahalli West Zone Swimming Pool Extension_Charger 3,13.000441,77.573944,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.005527-77.570708,Bangalore North Bengaluru Urban District Karnataka 560003 India Sadhashivanagar West Zone,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Sadhashivanagar West Zone,13.005527,77.570708,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.006442-77.572254,Bangalore North Bengaluru Urban District Karnataka 560003 India Sadhashivanagar West Zone 16Th Cross Street,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Sadhashivanagar West Zone 16Th Cross Street,13.006442,77.572254,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.995565-77.568833,Bangalore North Bengaluru Urban District Karnataka 560003 India Seshadripuram West Zone 4Th Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Seshadripuram West Zone 4Th Main Road,12.995565,77.568833,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.994858-77.568446,Bangalore North Bengaluru Urban District Karnataka 560003 India Subhash Nagar West Zone 2Nd Cross Road Valluvarpuram,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Subhash Nagar West Zone 2Nd Cross Road Valluvarpuram,12.994858,77.568446,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.995581-77.568787,Bangalore North Bengaluru Urban District Karnataka 560003 India Subhash Nagar West Zone 3Rd Cross Road Valluvarpuram,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Subhash Nagar West Zone 3Rd Cross Road Valluvarpuram,12.995581,77.568787,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-13.008065-77.555991,Bangalore North Bengaluru Urban District Karnataka 560003 India Subramanya Nagar West Zone 17Th Cross Road White Horse Milk,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560003 India Subramanya Nagar West Zone 17Th Cross Road White Horse Milk,13.008065,77.555991,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.943143-77.579283,Bangalore North Bengaluru Urban District Karnataka 560004 India Basavanagudi South Zone Sri Rama Mandir Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560004 India Basavanagudi South Zone Sri Rama Mandir Road,12.943143,77.579283,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.935511-77.573594,Bangalore North Bengaluru Urban District Karnataka 560004 India Basavanagudi Ward South Zone 3Rd Main Road,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560004 India Basavanagudi Ward South Zone 3Rd Main Road,12.935511,77.573594,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.942162-77.570266,Bangalore North Bengaluru Urban District Karnataka 560004 India Basavanagudi Ward South Zone Anjaheya Temple Street Nandini,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560004 India Basavanagudi Ward South Zone Anjaheya Temple Street Nandini,12.942162,77.570266,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.938163-77.573491,Bangalore North Bengaluru Urban District Karnataka 560004 India Basavanagudi Ward South Zone Ratna Vilas Road Jayanagar 3Rd,Karnataka,Bengaluru Urban,Bengaluru,Bangalore North Bengaluru Urban District Karnataka 560004 India Basavanagudi Ward South Zone Ratna Vilas Road Jayanagar 3Rd,12.938163,77.573491,UJOY,Private,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
